Partition	Size	Members
8140_0	3	transcript/42535,transcript/44710,transcript/45847
8141_0	4	transcript/50467,transcript/46371,transcript/42700,transcript/45542
8142_0	2	transcript/42616,transcript/46346
8143_0	2	transcript/38923,transcript/44070
8144_0	2	transcript/42413,transcript/45392
8145_0	4	transcript/41933,transcript/42631,transcript/47142,transcript/44759
8146_0	4	transcript/43887,transcript/46973,transcript/45844,transcript/42951
8147_0	3	transcript/46247,transcript/56126,transcript/39221
814_0	4	transcript/3630,transcript/5792,transcript/5214,transcript/3049
8148_0	2	transcript/45546,transcript/42502
8149_0	2	transcript/49620,transcript/42790
8150_0	2	transcript/47244,transcript/42930
8151_0	2	transcript/49518,transcript/41275
8153_0	4	transcript/43569,transcript/51630,transcript/42511,transcript/45748
8154_0	5	transcript/52999,transcript/44550,transcript/47404,transcript/42653,transcript/47950
8155_0	4	transcript/44378,transcript/49002,transcript/43080,transcript/45511
8156_0	7	transcript/44565,transcript/44963,transcript/46807,transcript/49856,transcript/51623,transcript/43092,transcript/44924
8156_9	3	transcript/49720,transcript/55204,transcript/50456
8157_0	2	transcript/45419,transcript/43507
815_0	2	transcript/2978,transcript/3005
8159_0	2	transcript/43440,transcript/39078
8160_0	3	transcript/42181,transcript/44307,transcript/44226
8161_0	2	transcript/42699,transcript/45234
8162_0	2	transcript/42721,transcript/44034
8163_0	6	transcript/48922,transcript/46379,transcript/42889,transcript/43936,transcript/56981,transcript/44174
8163_1	3	transcript/46294,transcript/46968,transcript/43244
8164_0	3	transcript/42597,transcript/40584,transcript/45370
8165_0	4	transcript/41888,transcript/43583,transcript/45247,transcript/52719
8166_0	3	transcript/42938,transcript/41928,transcript/47971
8167_0	7	transcript/46769,transcript/42357,transcript/49375,transcript/44130,transcript/45558,transcript/48574,transcript/46547
816_0	1	transcript/65696
816_1	2	transcript/3321,transcript/2976
8168_0	2	transcript/42461,transcript/45046
8170_0	3	transcript/42742,transcript/44147,transcript/45819
8172_0	2	transcript/53173,transcript/42836
8173_0	8	transcript/49416,transcript/52173,transcript/47698,transcript/54402,transcript/50720,transcript/55083,transcript/55990,transcript/56337
8173_2	5	transcript/45246,transcript/46655,transcript/45944,transcript/43679,transcript/44593
8174_0	2	transcript/45291,transcript/43002
8175_0	3	transcript/42858,transcript/42751,transcript/52396
8176_0	4	transcript/48958,transcript/43318,transcript/45932,transcript/51295
8177_0	4	transcript/42021,transcript/44733,transcript/60128,transcript/47393
817_0	3	transcript/3762,transcript/7456,transcript/9889
817_1	2	transcript/3779,transcript/4008
8178_0	3	transcript/59035,transcript/47500,transcript/43382
8179_0	3	transcript/44129,transcript/47437,transcript/56349
8180_0	4	transcript/44559,transcript/47073,transcript/42370,transcript/48562
8181_0	2	transcript/44841,transcript/42396
8182_0	9	transcript/54859,transcript/42512,transcript/49479,transcript/52948,transcript/59991,transcript/62444,transcript/54748,transcript/50163,transcript/51903
8183_0	2	transcript/47143,transcript/42622
8184_0	3	transcript/45948,transcript/42840,transcript/48141
8185_0	3	transcript/42830,transcript/44420,transcript/42899
8186_0	10	transcript/47683,transcript/49505,transcript/47673,transcript/46753,transcript/53575,transcript/47189,transcript/44773,transcript/43016,transcript/46307,transcript/56312
8187_0	5	transcript/43019,transcript/43398,transcript/46121,transcript/44412,transcript/41858
818_0	3	transcript/3549,transcript/3317,transcript/2572
8188_0	4	transcript/45073,transcript/47193,transcript/44216,transcript/43290
8189_0	2	transcript/45112,transcript/42760
8190_0	2	transcript/42805,transcript/43966
8191_0	2	transcript/41812,transcript/43368
8192_0	3	transcript/49621,transcript/41932,transcript/50664
8195_0	3	transcript/45886,transcript/44578,transcript/43396
8196_0	4	transcript/48577,transcript/49758,transcript/41351,transcript/56502
8197_0	2	transcript/42711,transcript/42130
819_0	8	transcript/7166,transcript/62592,transcript/4205,transcript/3995,transcript/5068,transcript/5432,transcript/4496,transcript/3142
819_1	9	transcript/7006,transcript/8790,transcript/7247,transcript/3119,transcript/11002,transcript/9130,transcript/6831,transcript/9692,transcript/6805
819_8	3	transcript/3174,transcript/4912,transcript/4797
819_9	2	transcript/25262,transcript/34066
8198_0	4	transcript/50352,transcript/54497,transcript/61143,transcript/59961
8198_1	1	transcript/42919
8199_0	3	transcript/46561,transcript/43824,transcript/42536
8200_0	3	transcript/42823,transcript/43963,transcript/46752
8201_0	4	transcript/57917,transcript/42589,transcript/52590,transcript/59316
8202_0	3	transcript/42593,transcript/44837,transcript/44531
8203_0	8	transcript/42624,transcript/44242,transcript/44146,transcript/48046,transcript/49680,transcript/52105,transcript/46446,transcript/63789
8204_0	3	transcript/43132,transcript/43581,transcript/47834
8205_0	2	transcript/43190,transcript/43332
8206_0	2	transcript/43891,transcript/42874
8207_0	3	transcript/47587,transcript/41543,transcript/46308
8208_0	3	transcript/54345,transcript/41554,transcript/51434
8209_0	3	transcript/43076,transcript/46323,transcript/46916
8210_0	2	transcript/43099,transcript/46829
8211_0	2	transcript/48090,transcript/43156
8212_0	2	transcript/45567,transcript/43050
8213_0	2	transcript/43175,transcript/46279
8214_0	2	transcript/48507,transcript/49144
8214_2	2	transcript/48621,transcript/43845
8217_0	4	transcript/9967,transcript/45758,transcript/44295,transcript/43527
8217_2	2	transcript/44775,transcript/46006
821_0	2	transcript/2979,transcript/3812
8218_0	4	transcript/46934,transcript/44233,transcript/51131,transcript/43643
8219_0	2	transcript/43789,transcript/47374
8220_0	3	transcript/45295,transcript/42573,transcript/44432
8221_0	4	transcript/54356,transcript/58423,transcript/43014,transcript/44332
8222_0	4	transcript/46795,transcript/45034,transcript/43592,transcript/43375
8222_8	3	transcript/44407,transcript/44423,transcript/46896
8222_4	2	transcript/47337,transcript/46276
8223_1	2	transcript/63432,transcript/66819
8223_4	1	transcript/43719
8224_0	2	transcript/41244,transcript/41560
8225_0	5	transcript/49256,transcript/46503,transcript/47759,transcript/51031,transcript/58056
8225_2	7	transcript/44222,transcript/54467,transcript/46441,transcript/44391,transcript/66413,transcript/50864,transcript/51927
8225_12	4	transcript/47455,transcript/43023,transcript/46320,transcript/48941
8226_0	7	transcript/65541,transcript/43046,transcript/58529,transcript/66705,transcript/46066,transcript/44887,transcript/47553
8226_1	11	transcript/66617,transcript/55025,transcript/53054,transcript/56383,transcript/50206,transcript/47238,transcript/31833,transcript/48921,transcript/49020,transcript/46434,transcript/48500
8226_8	6	transcript/55200,transcript/47899,transcript/46846,transcript/54841,transcript/58429,transcript/50192
8227_0	5	transcript/45988,transcript/48391,transcript/46103,transcript/43012,transcript/47807
8227_8	5	transcript/44909,transcript/65207,transcript/49107,transcript/43253,transcript/41684
822_0	2	transcript/1254,transcript/31963
8228_0	4	transcript/43356,transcript/39157,transcript/65842,transcript/46564
8229_0	2	transcript/49414,transcript/43552
8230_0	3	transcript/45151,transcript/4858,transcript/43562
8231_0	3	transcript/45369,transcript/46348,transcript/43740
8232_0	3	transcript/55108,transcript/43571,transcript/45216
8233_0	4	transcript/42845,transcript/44298,transcript/47956,transcript/42367
8234_0	2	transcript/43513,transcript/47081
8235_0	3	transcript/44142,transcript/44886,transcript/47223
8236_0	2	transcript/44087,transcript/41991
8237_0	2	transcript/42767,transcript/46901
823_1	2	transcript/37493,transcript/8336
8238_0	46	transcript/61271,transcript/58863,transcript/58471,transcript/54529,transcript/56328,transcript/59897,transcript/59588,transcript/55651,transcript/59640,transcript/54827,transcript/43306,transcript/56653,transcript/51292,transcript/58654,transcript/59620,transcript/55819,transcript/59831,transcript/56422,transcript/62440,transcript/59471,transcript/57501,transcript/56673,transcript/53909,transcript/65262,transcript/55396,transcript/59219,transcript/63833,transcript/60603,transcript/61945,transcript/55284,transcript/54730,transcript/54731,transcript/61873,transcript/57175,transcript/49267,transcript/63660,transcript/64298,transcript/61641,transcript/60686,transcript/54005,transcript/66845,transcript/65221,transcript/61077,transcript/57017,transcript/63084,transcript/59271
8239_0	4	transcript/43653,transcript/52082,transcript/48632,transcript/49919
8240_0	3	transcript/43764,transcript/42442,transcript/48084
8241_0	3	transcript/45266,transcript/43036,transcript/47948
8242_0	8	transcript/44447,transcript/53429,transcript/56183,transcript/57212,transcript/56521,transcript/63130,transcript/44952,transcript/43077
8242_11	5	transcript/57483,transcript/61031,transcript/57189,transcript/64801,transcript/56054
8243_0	6	transcript/44805,transcript/43877,transcript/54570,transcript/48274,transcript/50161,transcript/43299
8244_0	3	transcript/42462,transcript/44476,transcript/46728
8245_0	8	transcript/54459,transcript/50468,transcript/47780,transcript/51680,transcript/43533,transcript/49952,transcript/47608,transcript/46718
8246_0	5	transcript/46390,transcript/43556,transcript/48675,transcript/42703,transcript/44734
8247_0	2	transcript/48108,transcript/43103
824_0	3	transcript/8343,transcript/11110,transcript/9172
824_1	3	transcript/3087,transcript/3926,transcript/3066
8248_0	2	transcript/43228,transcript/45435
8250_0	2	transcript/43392,transcript/45772
8251_0	3	transcript/49538,transcript/46218,transcript/43475
8252_0	2	transcript/43479,transcript/40400
8253_0	2	transcript/46500,transcript/43486
8254_0	2	transcript/43928,transcript/43629
8255_0	9	transcript/48327,transcript/47941,transcript/47506,transcript/47319,transcript/50767,transcript/52144,transcript/46828,transcript/42988,transcript/50055
8256_0	2	transcript/48936,transcript/43439
8257_0	4	transcript/49225,transcript/43489,transcript/48448,transcript/46042
825_0	8	transcript/5422,transcript/4621,transcript/3403,transcript/4624,transcript/3399,transcript/4830,transcript/3227,transcript/5311
825_8	4	transcript/2678,transcript/5104,transcript/4210,transcript/4462
8258_0	3	transcript/43668,transcript/49736,transcript/44280
8259_0	2	transcript/42793,transcript/41890
8260_0	6	transcript/42282,transcript/45410,transcript/50354,transcript/47536,transcript/53959,transcript/42568
8261_0	5	transcript/47137,transcript/46762,transcript/47591,transcript/42973,transcript/55385
8262_0	4	transcript/52985,transcript/43085,transcript/43559,transcript/55172
8263_0	2	transcript/44957,transcript/43178
8264_0	2	transcript/43221,transcript/44365
8265_0	3	transcript/43644,transcript/45514,transcript/44989
8266_0	3	transcript/47100,transcript/46258,transcript/41612
8266_1	2	transcript/50108,transcript/50307
8266_2	3	transcript/45138,transcript/44072,transcript/46876
8267_0	5	transcript/48599,transcript/45896,transcript/42201,transcript/52609,transcript/42577
826_0	5	transcript/3634,transcript/3021,transcript/3424,transcript/4821,transcript/3701
8268_0	7	transcript/47801,transcript/44743,transcript/58170,transcript/50719,transcript/50845,transcript/55159,transcript/48331
8268_1	8	transcript/56739,transcript/50450,transcript/52639,transcript/47704,transcript/50292,transcript/46227,transcript/42635,transcript/54063
8268_19	3	transcript/51546,transcript/53026,transcript/50056
8268_13	1	transcript/66762
8268_8	3	transcript/55558,transcript/49146,transcript/47296
8269_0	4	transcript/46508,transcript/48475,transcript/43164,transcript/47030
8270_0	2	transcript/43242,transcript/45042
8271_0	3	transcript/43712,transcript/43419,transcript/46410
8272_0	5	transcript/43995,transcript/50551,transcript/43498,transcript/51026,transcript/46325
8273_0	2	transcript/43545,transcript/44512
8274_0	2	transcript/44806,transcript/43860
8275_0	2	transcript/43223,transcript/45743
8276_0	3	transcript/44000,transcript/44045,transcript/43621
8277_0	2	transcript/8564,transcript/43798
8277_1	2	transcript/44760,transcript/38520
827_0	5	transcript/4713,transcript/22236,transcript/3276,transcript/3034,transcript/3998
8278_0	2	transcript/44964,transcript/44362
8279_0	2	transcript/44425,transcript/43218
8280_0	2	transcript/43488,transcript/43750
8281_0	3	transcript/43662,transcript/44641,transcript/47159
8282_0	3	transcript/44948,transcript/55313,transcript/43395
82_0	3	transcript/16290,transcript/1007,transcript/13127
8283_0	6	transcript/44454,transcript/45427,transcript/48618,transcript/43405,transcript/45377,transcript/48441
8284_0	10	transcript/53955,transcript/50437,transcript/47155,transcript/54868,transcript/48639,transcript/43478,transcript/47241,transcript/51542,transcript/50048,transcript/46270
8284_2	10	transcript/47669,transcript/48361,transcript/51639,transcript/55811,transcript/46198,transcript/52481,transcript/50152,transcript/48613,transcript/49676,transcript/50236
8285_0	6	transcript/46214,transcript/44372,transcript/48052,transcript/51071,transcript/43480,transcript/47900
8285_5	1	transcript/64516
8286_0	4	transcript/43511,transcript/45919,transcript/48298,transcript/45979
8287_0	9	transcript/43535,transcript/47774,transcript/44665,transcript/56040,transcript/51606,transcript/56160,transcript/50441,transcript/44083,transcript/46739
828_0	2	transcript/31271,transcript/33054
828_2	2	transcript/3078,transcript/30861
8288_0	4	transcript/44225,transcript/43580,transcript/47547,transcript/47294
8289_0	2	transcript/43938,transcript/46015
8290_0	5	transcript/44240,transcript/44291,transcript/51653,transcript/49349,transcript/46697
8291_0	2	transcript/43471,transcript/51738
8292_0	2	transcript/43555,transcript/44896
8293_0	4	transcript/48409,transcript/47028,transcript/45074,transcript/43651
8294_0	2	transcript/43618,transcript/42142
8296_0	2	transcript/46987,transcript/42330
8297_0	2	transcript/45943,transcript/42736
829_0	3	transcript/3931,transcript/4260,transcript/2977
8298_0	2	transcript/51430,transcript/43517
8298_1	2	transcript/48192,transcript/43838
8299_0	5	transcript/43589,transcript/46222,transcript/44043,transcript/48534,transcript/46574
8301_0	2	transcript/44535,transcript/48974
8302_0	2	transcript/48228,transcript/51586
8302_1	2	transcript/45779,transcript/44047
8303_0	7	transcript/46239,transcript/54989,transcript/54278,transcript/40398,transcript/47468,transcript/49990,transcript/51380
8304_0	7	transcript/43157,transcript/46293,transcript/45552,transcript/56962,transcript/44878,transcript/48602,transcript/49849
8305_0	3	transcript/48451,transcript/42863,transcript/43485
8306_0	3	transcript/45868,transcript/45092,transcript/43505
8307_0	2	transcript/43554,transcript/47059
8308_0	2	transcript/43751,transcript/45310
8309_0	2	transcript/44488,transcript/46257
8310_0	2	transcript/46841,transcript/39767
8311_0	3	transcript/45412,transcript/43804,transcript/57988
8312_0	6	transcript/47589,transcript/53097,transcript/46235,transcript/43929,transcript/60040,transcript/47354
8313_0	4	transcript/43959,transcript/48532,transcript/47168,transcript/46723
8314_0	9	transcript/59056,transcript/42389,transcript/55206,transcript/57319,transcript/46396,transcript/55975,transcript/50886,transcript/60051,transcript/46771
8315_0	2	transcript/45008,transcript/42599
8316_0	2	transcript/44038,transcript/43666
8317_0	2	transcript/46393,transcript/44031
831_0	6	transcript/5058,transcript/5588,transcript/3018,transcript/3339,transcript/4900,transcript/5023
8318_0	4	transcript/56758,transcript/46848,transcript/56227,transcript/44115
8319_0	2	transcript/62312,transcript/41648
8320_0	3	transcript/43335,transcript/45850,transcript/54142
8321_0	2	transcript/43446,transcript/46653
8322_0	4	transcript/48313,transcript/50697,transcript/44906,transcript/43785
8322_16	3	transcript/47207,transcript/45696,transcript/42851
8322_11	3	transcript/45830,transcript/43233,transcript/48073
8322_15	3	transcript/46692,transcript/45307,transcript/48260
8322_9	3	transcript/57531,transcript/46844,transcript/46119
8323_0	2	transcript/45577,transcript/43815
8324_0	3	transcript/48401,transcript/46212,transcript/45179
8324_2	2	transcript/46075,transcript/43989
8325_0	2	transcript/44006,transcript/47517
8326_0	4	transcript/50836,transcript/47415,transcript/54753,transcript/49565
8326_2	3	transcript/50471,transcript/44192,transcript/52982
8327_0	2	transcript/45021,transcript/43330
832_0	6	transcript/4928,transcript/5968,transcript/4028,transcript/3211,transcript/5798,transcript/3789
8328_0	2	transcript/43675,transcript/46494
8329_0	2	transcript/46185,transcript/46643
8330_0	5	transcript/44316,transcript/46779,transcript/40431,transcript/44028,transcript/45922
8331_0	3	transcript/44305,transcript/44659,transcript/47221
8332_0	3	transcript/43996,transcript/44136,transcript/43553
8333_0	4	transcript/44121,transcript/47456,transcript/46065,transcript/46978
8334_0	3	transcript/44301,transcript/49248,transcript/48569
8335_0	14	transcript/55595,transcript/44422,transcript/60393,transcript/44610,transcript/43773,transcript/43658,transcript/50123,transcript/49120,transcript/50638,transcript/66892,transcript/51834,transcript/54153,transcript/46729,transcript/62939
8336_0	6	transcript/47852,transcript/44612,transcript/55217,transcript/46936,transcript/48504,transcript/41025
8337_0	2	transcript/43573,transcript/48824
8338_0	2	transcript/43690,transcript/44751
8339_0	5	transcript/52886,transcript/43975,transcript/44507,transcript/54404,transcript/51523
8340_1	3	transcript/62793,transcript/56406,transcript/58469
8341_0	5	transcript/57072,transcript/44614,transcript/47218,transcript/46793,transcript/44081
8342_0	2	transcript/49863,transcript/48508
8342_1	2	transcript/44098,transcript/44934
8343_0	2	transcript/44243,transcript/47361
8344_0	3	transcript/45960,transcript/47893,transcript/44333
8345_0	2	transcript/43278,transcript/46955
8346_0	6	transcript/45285,transcript/47973,transcript/43782,transcript/47301,transcript/46584,transcript/44008
8347_0	6	transcript/47129,transcript/43821,transcript/47827,transcript/49062,transcript/49445,transcript/53800
8347_2	4	transcript/44971,transcript/56826,transcript/48366,transcript/48257
834_0	8	transcript/3883,transcript/6342,transcript/6856,transcript/4360,transcript/63281,transcript/3043,transcript/2356,transcript/3564
834_9	4	transcript/3997,transcript/3760,transcript/4916,transcript/3925
8349_0	3	transcript/52079,transcript/44132,transcript/48565
8350_0	2	transcript/44508,transcript/48015
8351_0	5	transcript/54843,transcript/45499,transcript/46427,transcript/49129,transcript/45437
8352_0	6	transcript/45422,transcript/47126,transcript/46885,transcript/48250,transcript/43102,transcript/46710
8353_0	5	transcript/50695,transcript/47931,transcript/45800,transcript/43260,transcript/43834
8354_0	4	transcript/44254,transcript/39435,transcript/52370,transcript/45832
8355_0	3	transcript/59838,transcript/56985,transcript/43291
8357_0	3	transcript/47134,transcript/44345,transcript/43791
835_0	3	transcript/3166,transcript/3072,transcript/3284
8358_0	3	transcript/43886,transcript/47549,transcript/44426
8359_0	6	transcript/48231,transcript/43822,transcript/60439,transcript/52242,transcript/49121,transcript/51544
8360_0	4	transcript/42732,transcript/47268,transcript/48193,transcript/43852
8361_0	3	transcript/46776,transcript/45632,transcript/44088
8362_0	2	transcript/42816,transcript/42644
8363_0	4	transcript/55345,transcript/58825,transcript/61668,transcript/54690
8363_4	1	transcript/43921
8364_0	2	transcript/43952,transcript/45235
8365_0	2	transcript/44418,transcript/45420
8366_0	2	transcript/65025,transcript/40775
8367_0	2	transcript/64947,transcript/42415
836_0	4	transcript/3414,transcript/5763,transcript/3124,transcript/5721
8368_0	3	transcript/49168,transcript/50677,transcript/44093
8369_0	2	transcript/44148,transcript/46551
8370_0	3	transcript/44195,transcript/46181,transcript/44089
8371_0	4	transcript/49920,transcript/47295,transcript/46945,transcript/44283
8372_0	5	transcript/44793,transcript/51351,transcript/42672,transcript/46559,transcript/63031
8373_0	2	transcript/44133,transcript/48642
8375_0	2	transcript/44410,transcript/45631
8376_0	2	transcript/42946,transcript/46711
8377_0	4	transcript/47293,transcript/57336,transcript/43496,transcript/45623
837_0	2	transcript/3150,transcript/3697
8378_0	2	transcript/44074,transcript/46205
8378_2	2	transcript/48939,transcript/49858
8379_0	3	transcript/44456,transcript/47271,transcript/48051
8380_0	3	transcript/43977,transcript/45792,transcript/6154
8381_0	2	transcript/46907,transcript/44125
8382_0	2	transcript/46422,transcript/44197
8383_0	2	transcript/44317,transcript/46223
8384_0	3	transcript/46315,transcript/44326,transcript/46541
8385_0	2	transcript/135,transcript/5117
8387_0	2	transcript/43767,transcript/51447
838_0	4	transcript/4240,transcript/5485,transcript/3295,transcript/3343
8388_0	9	transcript/53551,transcript/45006,transcript/43956,transcript/44918,transcript/47321,transcript/51953,transcript/55142,transcript/47072,transcript/56857
8389_0	2	transcript/6792,transcript/4523
8389_1	5	transcript/52678,transcript/31409,transcript/44247,transcript/55852,transcript/54559
8389_515	8	transcript/50857,transcript/54592,transcript/54465,transcript/51492,transcript/16983,transcript/32374,transcript/47284,transcript/19945
8389_519	2	transcript/3703,transcript/2934
8389_8	5	transcript/23727,transcript/24893,transcript/29539,transcript/19834,transcript/19500
8389_521	4	transcript/49894,transcript/56594,transcript/48907,transcript/55774
8389_648	3	transcript/48915,transcript/52230,transcript/50130
8389_12	2	transcript/36646,transcript/40624
8389_525	1	transcript/36004
8389_256	4	transcript/20294,transcript/7376,transcript/8154,transcript/6418
8389_16	3	transcript/37244,transcript/47850,transcript/38563
8389_529	2	transcript/52387,transcript/52990
8389_531	2	transcript/52762,transcript/53231
8389_25	4	transcript/20699,transcript/44636,transcript/2242,transcript/2248
8389_538	1	transcript/18780
8389_539	3	transcript/11223,transcript/2408,transcript/12624
8389_28	1	transcript/21056
8389_858	2	transcript/24598,transcript/33105
8389_624	3	transcript/26089,transcript/27779,transcript/29825
8389_32	2	transcript/6669,transcript/4721
8389_33	2	transcript/21426,transcript/18821
8389_546	9	transcript/1116,transcript/1341,transcript/2086,transcript/1447,transcript/1059,transcript/944,transcript/61090,transcript/1165,transcript/1046
8389_36	2	transcript/44663,transcript/45333
8389_37	1	transcript/36963
8389_552	2	transcript/47964,transcript/23111
8389_42	3	transcript/24647,transcript/41841,transcript/36630
8389_555	6	transcript/13222,transcript/20020,transcript/9599,transcript/7489,transcript/10694,transcript/34532
8389_257	3	transcript/46174,transcript/43790,transcript/45647
8389_48	6	transcript/23941,transcript/17257,transcript/27719,transcript/24761,transcript/20435,transcript/16418
8389_561	5	transcript/4074,transcript/3255,transcript/5165,transcript/2800,transcript/4552
8389_50	3	transcript/16408,transcript/20985,transcript/18345
8389_513	3	transcript/23130,transcript/31775,transcript/23079
8389_565	2	transcript/15697,transcript/23164
8389_568	3	transcript/54605,transcript/52842,transcript/57727
8389_57	4	transcript/684,transcript/699,transcript/759,transcript/1400
8389_58	2	transcript/1045,transcript/2489
8389_64	2	transcript/16956,transcript/22808
8389_578	2	transcript/6423,transcript/8283
8389_609	3	transcript/56208,transcript/65142,transcript/57034
8389_584	5	transcript/21718,transcript/26753,transcript/20792,transcript/20278,transcript/25566
8389_73	2	transcript/13184,transcript/17116
8389_586	3	transcript/38952,transcript/42978,transcript/39676
8389_587	3	transcript/56330,transcript/59209,transcript/52429
8389_76	2	transcript/64814,transcript/24048
8389_591	2	transcript/8287,transcript/11394
8389_80	4	transcript/51911,transcript/49051,transcript/51751,transcript/46439
8389_595	5	transcript/43706,transcript/49524,transcript/58845,transcript/46367,transcript/46920
8389_596	3	transcript/59391,transcript/53265,transcript/55141
8389_526	2	transcript/4436,transcript/3832
8389_88	3	transcript/1815,transcript/1714,transcript/1172
8389_771	2	transcript/54084,transcript/52313
8389_783	3	transcript/46605,transcript/34253,transcript/42804
8389_605	1	transcript/2341
8389_96	5	transcript/51949,transcript/58958,transcript/61700,transcript/54266,transcript/54309
8389_97	11	transcript/27542,transcript/26305,transcript/28783,transcript/48909,transcript/56084,transcript/28968,transcript/57466,transcript/55572,transcript/49332,transcript/47147,transcript/25646
8389_612	8	transcript/29552,transcript/2193,transcript/20703,transcript/2703,transcript/20022,transcript/19272,transcript/3695,transcript/25603
8389_615	7	transcript/31524,transcript/18056,transcript/19552,transcript/18885,transcript/21850,transcript/15328,transcript/26877
8389_104	4	transcript/30943,transcript/28927,transcript/29972,transcript/33059
8389_620	4	transcript/43470,transcript/38263,transcript/39501,transcript/37683
8389_112	3	transcript/28514,transcript/29862,transcript/40129
8389_360	3	transcript/3497,transcript/22879,transcript/20157
8389_115	2	transcript/30628,transcript/45225
8389_116	7	transcript/2283,transcript/5440,transcript/3689,transcript/3843,transcript/5404,transcript/3476,transcript/5379
8389_119	5	transcript/59940,transcript/17634,transcript/42249,transcript/47830,transcript/48804
8389_120	2	transcript/52635,transcript/53998
8389_639	4	transcript/40963,transcript/21931,transcript/39497,transcript/40425
8389_128	2	transcript/2711,transcript/2342
8389_129	6	transcript/23740,transcript/31191,transcript/24645,transcript/26534,transcript/25840,transcript/28107
8389_744	2	transcript/45839,transcript/48490
8389_131	5	transcript/23969,transcript/17500,transcript/17510,transcript/20012,transcript/15982
8389_132	3	transcript/32590,transcript/46016,transcript/45287
8389_133	6	transcript/11635,transcript/6333,transcript/12220,transcript/13994,transcript/16690,transcript/13704
8389_646	9	transcript/45843,transcript/50775,transcript/44517,transcript/45740,transcript/18398,transcript/46651,transcript/55281,transcript/48810,transcript/48670
8389_449	3	transcript/16678,transcript/17813,transcript/14658
8389_136	2	transcript/29332,transcript/33857
8389_137	3	transcript/21019,transcript/20221,transcript/20281
8389_192	3	transcript/14541,transcript/12939,transcript/9531
8389_706	8	transcript/41126,transcript/38928,transcript/41396,transcript/40256,transcript/42485,transcript/27882,transcript/26930,transcript/35583
8389_144	2	transcript/49543,transcript/52369
8389_145	2	transcript/52528,transcript/49944
8389_537	3	transcript/52220,transcript/49476,transcript/59515
8389_152	4	transcript/1654,transcript/1967,transcript/1984,transcript/1883
8389_665	4	transcript/33686,transcript/35078,transcript/6465,transcript/37442
8389_154	2	transcript/24219,transcript/24848
8389_879	3	transcript/43979,transcript/56646,transcript/53988
8389_672	17	transcript/19797,transcript/46230,transcript/44373,transcript/1532,transcript/53633,transcript/54736,transcript/50907,transcript/50369,transcript/61355,transcript/15847,transcript/59486,transcript/53000,transcript/52022,transcript/24555,transcript/16127,transcript/55038,transcript/51566
8389_673	5	transcript/58997,transcript/63869,transcript/53152,transcript/33100,transcript/53488
8389_162	7	transcript/43757,transcript/46910,transcript/47531,transcript/47764,transcript/42465,transcript/54799,transcript/45305
8389_165	9	transcript/37625,transcript/13120,transcript/35148,transcript/38720,transcript/36308,transcript/14723,transcript/13158,transcript/34813,transcript/36879
8389_369	3	transcript/31653,transcript/38119,transcript/37568
8389_867	2	transcript/61136,transcript/29215
8389_682	4	transcript/15154,transcript/15492,transcript/20196,transcript/3568
8389_171	4	transcript/30407,transcript/30360,transcript/25898,transcript/29547
8389_177	4	transcript/20696,transcript/12344,transcript/12548,transcript/13217
8389_692	3	transcript/45434,transcript/41822,transcript/44394
8389_184	4	transcript/58517,transcript/26596,transcript/50933,transcript/57808
8389_704	14	transcript/28488,transcript/33787,transcript/21867,transcript/28750,transcript/30468,transcript/6355,transcript/28516,transcript/34094,transcript/31619,transcript/38595,transcript/31511,transcript/36795,transcript/30383,transcript/32767
8389_705	7	transcript/57220,transcript/65441,transcript/24500,transcript/64783,transcript/59141,transcript/55251,transcript/57858
8389_194	6	transcript/39474,transcript/29405,transcript/32951,transcript/32226,transcript/36661,transcript/34971
8389_196	3	transcript/41640,transcript/44177,transcript/36949
8389_289	6	transcript/36677,transcript/25305,transcript/3395,transcript/41097,transcript/44530,transcript/37308
8389_200	3	transcript/622,transcript/658,transcript/1003
8389_713	3	transcript/10144,transcript/9123,transcript/7615
8389_202	3	transcript/10811,transcript/6453,transcript/10504
8389_34	7	transcript/23522,transcript/24160,transcript/20377,transcript/21527,transcript/21401,transcript/22132,transcript/28360
8389_718	2	transcript/16368,transcript/16201
8389_720	2	transcript/24065,transcript/22246
8389_632	3	transcript/11489,transcript/10290,transcript/12236
8389_724	2	transcript/13201,transcript/11279
8389_224	4	transcript/62354,transcript/12857,transcript/11937,transcript/18325
8389_738	2	transcript/17570,transcript/15795
8389_229	2	transcript/4696,transcript/5967
8389_230	2	transcript/44687,transcript/46863
8389_721	1	transcript/50360
8389_232	2	transcript/45814,transcript/45426
8389_233	5	transcript/31029,transcript/34048,transcript/24663,transcript/28348,transcript/31629
8389_746	1	transcript/50127
8389_792	5	transcript/51681,transcript/49185,transcript/47089,transcript/54701,transcript/46621
8389_240	5	transcript/20191,transcript/35844,transcript/30241,transcript/23120,transcript/25154
8389_808	4	transcript/28236,transcript/31518,transcript/25559,transcript/29259
8389_756	3	transcript/22054,transcript/11464,transcript/10202
8389_758	4	transcript/15648,transcript/58252,transcript/22011,transcript/8258
8389_248	3	transcript/11112,transcript/9344,transcript/19493
8389_250	1	transcript/52792
8389_252	3	transcript/44413,transcript/20836,transcript/42378
8389_253	2	transcript/3881,transcript/4442
8389_344	2	transcript/44774,transcript/32022
8389_768	7	transcript/3323,transcript/12134,transcript/13064,transcript/7303,transcript/38958,transcript/55909,transcript/11045
